耀#shine
伝#transmit#手伝う#てつだう#help, assist#伝える#つたえる#convey, transmit, hand down#お手伝い#おてつだい#helper, assistant#伝統#でんとう#tradition, convention#宣伝#せんでん#publicity, advertisement#伝わる#つたわる#be transmitted, be handed down#伝説#でんせつ#legend, folk tale#手伝い#てつだい#help, assistant#伝言#でんごん#verbal message#伝染#でんせん#contagion, infection
溜#be in arrears#溜め息#ためいき#sigh#溜まる#たまる#accumulate, store up#溜める#ためる#store, collect
訟#sue
連#take along#関連#かんれん#connection, relation#連れて行く#つれていく#take (a person) along#連れて来る#つれてくる#bring (a person)#国連#こくれん#United Nations#連続#れんぞく#continuation, succession#連絡#れんらく#connection, communication#連れる#つれる#take along, bring along#連日#れんじつ#day after day, everyday#連休#れんきゅう#consecutive holidays#連れ#つれ#companion
天#heavens#天気#てんき#weather#天井#てんじょう#ceiling#天気予報#てんきよほう#weather forecast#天の川#あまのがわ#Milky Way#雨天#うてん#rainy weather#天候#てんこう#weather, climate#天才#てんさい#genius#天然#てんねん#nature#天国#てんごく#paradise#天災#てんさい#natural disaster#歩行者天国#ほこうしゃてんごく#vehicle-free promenade#天#てん#sky, Heaven#天皇#てんのう#emperor
札#tag#改札口#かいさつぐち#ticket barrier, wicket#札#さつ#bill, paper money#改札#かいさつ#ticket gate#札#ふだ#sign, billboard#名札#なふだ#name badge, tag
貰#obtain
営#occupation#経営#けいえい#management, operation#営業#えいぎょう#business, sales#運営#うんえい#operation, management
邸#residence
麼#rope
妾#concubine
蕁#a kind of grass
荅#adzuki beans
淆#turbidity
剏#begin
燎#bonfire
鵑#cuckoo
習#learn#練習#れんしゅう#practice, training#習慣#しゅうかん#custom, habit#習う#ならう#learn, practice#自習#じしゅう#self-study, self-teaching#予習#よしゅう#preparation, previewing (a lesson)#復習#ふくしゅう#review#学習#がくしゅう#study, learning#実習#じっしゅう#practice, training#見習う#みならう#learn, follow someone's example
機#mechanism#飛行機#ひこうき#airplane#機能#きのう#function, feature#機械#きかい#machine#ジェット機#ジェットき#jet airplane#洗濯機#せんたくき#washing machine#扇風機#せんぷうき#electric fan#掃除機#そうじき#vacuum cleaner#機会#きかい#opportunity, occasion#危機#きき#crisis, emergency#航空機#こうくうき#aircraft, airplane#機長#きちょう#airplane captain#機嫌#きげん#mood, health#時機#じき#opportunity, chance#機関#きかん#engine, agency#不機嫌#ふきげん#bad mood, displeasure#旅客機#りょかくき#passenger plane
灣#inlet
勤#diligence#通勤#つうきん#commuting, commutation#勤める#つとめる#serve, hold a job#勤務#きんむ#duty, service#出勤#しゅっきん#to go to work, attendance at work#勤労#きんろう#labor, work#勤勉#きんべん#diligence, hard work#転勤#てんきん#transfer#勤め先#つとめさき#employment#勤め#つとめ#service, duties
繧#a method of dyeing
鷦#wren
葫#*garlic*
良#pleasing#良い#いい#good#良い#よい#good, suitable, preferable#改良#かいりょう#improvement, reform#良心#りょうしん#conscience#不良#ふりょう#bad, defective#仲良く#なかよく#harmoniously, amicably#仲良し#なかよし#good friend, chum
泰#peaceful
陷#cave in
蔀#latticed shutters
茄#eggplant#茄子#なす#eggplant
窕#*quiet*
搖#wag
戚#grieve#親戚#しんせき#a relative
栞#bookmark
瘢#scar
斫#cut with a sword
鐶#metal ring
綻#be rent
弼#*help*
結#bind#結婚#けっこん#marriage#結果#けっか#result, outcome#結合#けつごう#combination, joining#結局#けっきょく#after all, finally#結成#けっせい#organization, formation#結論#けつろん#conclusion#結晶#けっしょう#crystallization#結構#けっこう#all right, no thank you#結構#けっこう#quite#結核#けっかく#tuberculosis#結ぶ#むすぶ#tie, join#結び#むすび#end, close
答#solution#答える#こたえる#answer, reply#答え#こたえ#answer, solution#回答#かいとう#reply, answer#解答#かいとう#solution, answer#問答#もんどう#questions and answers, argument#答案#とうあん#examination paper, answer
滝#waterfall
轜#*hearse*
婪#covet
蛭#leech
湲#flowing water
執#tenacious
瑶#beautiful as a jewel
巻#scroll#巻く#まく#roll up, wind, wrap
黽#green frog
寿#longevity#寿司#すし#sushi#寿命#じゅみょう#life span
愃#generous
嶐#shape of a mountain
麒#giraffe
別#diverge#別#べつ#another, different#特別#とくべつ#special, extraordinary#別々#べつべつ#separately#別れる#わかれる#separate, part from#区別#くべつ#distinction, classification#差別#さべつ#discrimination#性別#せいべつ#sex, gender#別に#べつに#especially, particularly#別れ#わかれ#separation, parting#送別#そうべつ#farewell, send-off#送別会#そうべつかい#farewell party
昭#shining#昭和#しょうわ#Showa era
樵#woodcutting
醸#brew
總#altogether
墾#ground-breaking
佇#linger
降#descend#降りる#おりる#get off, land#降ろす#おろす#unload, set down#降る#ふる#fall, come down#以降#いこう#hereafter#雨降り#あめふり#rainfall, rainy weather#乗り降り#のりおり#getting on and off
驕#haughtiness
蓖#castor-oil plant
歟#interrogative particle
離#detach#離婚#りこん#divorce#距離#きょり#distance, interval#分離#ぶんり#separation, split#離れる#はなれる#separate, leave#離す#はなす#separate, detach#離陸#りりく#takeoff
古#old#古い#ふるい#old#古代#こだい#ancient times, antiquity#古典#こてん#classics#稽古#けいこ#practice, learning#中古#ちゅうこ#secondhand goods#古里#ふるさと#hometown, birthplace#古本#ふるほん#secondhand book
罧#luring fish with a bonfire
姨#*younger sister*
髪#hair of the head#髪の毛#かみのけ#hair#髪#かみ#hair, hairstyle#白髪#しらが#white hair, gray hair
柬#*select*
幽#seclude
翼#wing
耄#*senility*
殉#martyrdom
計#plot#時計#とけい#clock, watch#計画#けいかく#plan, project#計算#けいさん#calculation#設計#せっけい#design, plan#腕時計#うでどけい#wrist watch#目覚まし時計#めざましどけい#alarm clock#計#けい#total#合計#ごうけい#sum total#家計#かけい#family finances#会計#かいけい#account, finance#寒暖計#かんだんけい#thermometer#統計#とうけい#statistics#計る#はかる#compute, measure#余計#よけい#excess, needless#体温計#たいおんけい#thermometer
朖#distinct
些#a little bit
愚#foolish
劣#inferiority#劣る#おとる#be inferior to, be worse than
暫#temporarily
礪#*whetstone*
檳#betel-nut palm
券#ticket#入場券#にゅうじょうけん#entrance ticket#定期券#ていきけん#commuter's pass#証券#しょうけん#bill, bond#券#けん#voucher, ticket#乗車券#じょうしゃけん#railway ticket, bus ticket#回数券#かいすうけん#book of tickets#航空券#こうくうけん#airline ticket#前売り券#まえうりけん#advance ticket
尼#nun
資#assets#資金#しきん#funds, capital#投資#とうし#investment#資料#しりょう#materials, data#資産#しさん#property, assets#資格#しかく#qualifications, competence#資源#しげん#resources#資本主義#しほんしゅぎ#capitalism#物資#ぶっし#commodities, goods
橈#scull
雋#*excel*
髓#*marrow*
艘#counter for ships
燥#parch#乾燥#かんそう#drying up, desiccation
彦#lad
篩#sieve
奪#rob#奪う#うばう#rob, take by force
据#set
廻#round
鷽#long-tailed bird
瘋#insanity
覊#*reins*
和#harmony#昭和#しょうわ#Showa era#平和#へいわ#peace, harmony#漢和#かんわ#Chinese and Japanese#英和#えいわ#English-Japanese#調和#ちょうわ#harmony, agreement#和らげる#やわらげる#soften, relieve#和服#わふく#Japanese clothes, kimono#和語#わご#native Japanese word#和室#わしつ#Japanese style room#和風#わふう#Japanese style#和食#わしょく#Japanese-style food#和やか#なごやか#peaceful, mild#和らぐ#やわらぐ#soften, calm down#和式#わしき#Japanese style#和英#わえい#Japanese-English
瀏#*clear*
折#fold#折れる#おれる#snap, be folded, give in#折る#おる#break off, fold, bend#骨折#こっせつ#fracture, broken bone
漱#gargle
躰#the body
袴#men's formal divided skirt
濆#also N2705
證#proof
槊#*halberd*
偏#partial#偏る#かたよる#be one-sided, deviate#偏見#へんけん#prejudice, biased view
珎#valuable
緒#thong#一緒に#いっしょに#together, at the same time#一緒#いっしょ#together#内緒#ないしょ#secrecy, privacy
饕#be greedy
湛#fill
臚#*skin*
桟#scaffold
因#cause#原因#げんいん#cause, origin#要因#よういん#primary factor, main cause#因る#よる#be caused by, be due to
闢#*open*
虫#insect#虫歯#むしば#decayed tooth, cavity#虫#むし#insect, worm
擬#mimic
聯#gang
詳#detailed#詳しい#くわしい#detailed, complete#詳細#しょうさい#details, particulars
鑷#pluck hair
狸#tanuki
暁#daybreak
蜀#green caterpillar
刎#decapitate
碕#spit
餔#late afternoon meal
芙#lotus
供#submit#子供#こども#child, kid#提供#ていきょう#offer, provide#供給#きょうきゅう#supply, provision
貝#shellfish#貝#かい#shellfish, shell
樞#*pivot*
琢#*polish*
縦#vertical#縦#たて#lengthways, vertical#操縦#そうじゅう#steering, piloting#縦書き#たてがき#vertical writing
舮#bow or prow of boat
估#selling
殳#pike
匸#hiding enclosure radical (no. 23)
禿#become bald
騾#mule
慄#*fear*
韋#*tanned leather*
界#world#世界#せかい#world#業界#ぎょうかい#industry, business world#限界#げんかい#boundary, limit#境界#きょうかい#boundary, border
量#quantity#重量#じゅうりょう#weight#少量#しょうりょう#small quantity#小量#しょうりょう#small amount#多量#たりょう#large quantity, great deal#量る#はかる#measure, weigh#量#りょう#quantity, volume#大量#たいりょう#large quantity, great volume
罐#steam boiler (left side only)
壕#trench
拙#bungling
荘#villa
泝#*go upstream*
盡#*sake cup*
靠#*lean on*
扮#impersonate
汲#draw (water)#汲む#くむ#collect, scoop up
嗷#*noisy*
癶#dotted tent radical (no. 105)
忻#open one's heart
姿#figure#姿#すがた#figure, appearance#姿勢#しせい#posture, attitude
蒂#peduncle
看#watch over#看護婦#かんごふ#female nurse#看護#かんご#nursing#看板#かんばん#signboard, sign#看病#かんびょう#nursing, nursing care
徐#gradually#徐行#じょこう#slow speed
蔗#sugar cane
掘#dig#掘る#ほる#dig, unearth
輛#counter for large vehicles
涜#defile
瞠#stare intently
錣#armor neckplates
倥#boorish
娩#bear (children)
搭#board
薬#medicine#薬#くすり#drug, remedy, chemical#風邪薬#かぜぐすり#remedy for a cold#薬指#くすりゆび#third finger, ring finger#薬品#やくひん#medicine, drug#薬局#やっきょく#drugstore, pharmacy#目薬#めぐすり#eye drops
辰#sign of the dragon
嚶#chirping
簽#*label*
媾#intimacy
擂#mash
棊#Japanese chess
狎#experienced
糒#dried boiled rice
顕#appear
敗#failure#失敗#しっぱい#failure, mistake#勝敗#しょうはい#victory or defeat#敗戦#はいせん#lost battle, defeat#敗れる#やぶれる#be defeated, be beaten
潛#lower (voice)
胚#embryo
諞#flattering
埠#wharf
獣#animal#獣#けもの#beast, brute
寨#*fort*
旬#decameron#下旬#げじゅん#end of the month#上旬#じょうじゅん#beginning of the month#中旬#ちゅうじゅん#middle ten days of a month
乱#riot#混乱#こんらん#disorder, confusion#乱れる#みだれる#be disordered, be disturbed#乱暴#らんぼう#violence#乱す#みだす#put into disorder, disrupt
長#long#長い#ながい#long#社長#しゃちょう#president (of a company)#会長#かいちょう#president, chairperson#長さ#ながさ#length#長男#ちょうなん#eldest son#校長#こうちょう#principal, schoolmaster#長女#ちょうじょ#eldest daughter#長袖#ながそで#clothes with long sleeves#成長#せいちょう#growth#議長#ぎちょう#chairman, president#課長#かちょう#section chief#市長#しちょう#mayor#延長#えんちょう#extension, prolongation#身長#しんちょう#stature, height#学長#がくちょう#college president#機長#きちょう#airplane captain#駅長#えきちょう#stationmaster#長期#ちょうき#long period#部長#ぶちょう#section chief, department head#長年#ながねん#many years, long time#長所#ちょうしょ#strong point, merit#船長#せんちょう#captain#長引く#ながびく#be prolonged, drag on#細長い#ほそながい#long and thin, slender#長生き#ながいき#long life, longevity#長続き#ながつづき#lasting for a long time#長方形#ちょうほうけい#rectangle#長持ち#ながもち#endurance, lasting long#年長#ねんちょう#seniority#長らく#ながらく#for a long time#長話#ながばなし#long conversation, talk for a long time
珸#*jewel*
榁#needle juniper
斉#adjusted#一斉に#いっせいに#all together, all at once
箍#barrel hoop
崎#promontory
逐#pursue
趙#nimble
焦#char#焦点#しょうてん#focus, focal point#焦る#あせる#feel pressured, feel hurried#焦げる#こげる#scorch, burn
溯#retrace past
茲#here
尸#flag radical (no. 44)
皿#dish#皿#さら#plate, counter for plates or helpings#灰皿#はいざら#ashtray
桀#var of N2242
賃#fare#家賃#やちん#rent#運賃#うんちん#passenger fare
黏#stick to
淙#sound of running water
佚#lost
秡#damaged grain
痩#get thin#痩せる#やせる#lose weight, become thin
坪#two-mat area
浮#floating#浮かぶ#うかぶ#float#浮かべる#うかべる#set afloat#浮く#うく#float
捲#roll
